Product ID,Product Name Cleaned,Product Description,Price,Category,Sub-Category,stock
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy","The Eldon 200 Class Desk Accessories, Burgundy is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.024,Furniture,Furnishings,4
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,"The Nortel Business Series Terminal T7208 Digital phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",111.192,Technology,Phones,0
OFF-ST-10000642,"Tennsco Lockers, Gray","The Tennsco Lockers, Gray is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",20.98,Office Supplies,Storage,5
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,"The Memorex Micro Travel Drive 8 GB is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",10.4,Technology,Accessories,5
OFF-LA-10004544,Avery 505,"The Avery 505 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.84,Office Supplies,Labels,0
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,"The OIC Bulk Pack Metal Binder Clips is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.792,Office Supplies,Fasteners,2
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow","The Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.2,Office Supplies,Art,2
FUR-CH-10004860,Global Low Back Tilter Chair,"The Global Low Back Tilter Chair is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",80.784,Furniture,Chairs,3
OFF-BI-10001679,GBC Instant Index System for Binding Systems,"The GBC Instant Index System for Binding Systems is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.664,Office Supplies,Binders,1
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),"The Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright) is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.28,Office Supplies,Paper,3
OFF-PA-10003349,Xerox 1957,"The Xerox 1957 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.184,Office Supplies,Paper,1
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","The Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",160.784,Furniture,Chairs,5
OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page","The Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",7.61,Office Supplies,Paper,5
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy","The Fellowes Personal Hanging Folder Files, Navy is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",13.43,Office Supplies,Storage,5
FUR-FU-10002505,Eldon 100 Class Desk Accessories,"The Eldon 100 Class Desk Accessories is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.348,Furniture,Furnishings,5
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,"The Sabrent 4-Port USB 2.0 Hub is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.79,Technology,Accessories,1
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,"The Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",0.812,Office Supplies,Appliances,1
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,"The Lexmark MX611dhe Monochrome Laser Printer is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1019.994,Technology,Machines,1
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,"The Cisco Small Business SPA 502G VoIP phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",82.056,Technology,Phones,3
